"","x"
"1071","justizministerin lambrecht"
"1072","insolvenz anmeldung"
"1073","verzichten stößt"
"1074","stößt dagegen"
"1075","spd plans"
"1076","plans zählt"
"1077","zählt dagegen"
"1078","dagegen ulrich"
"1079","ulrich kater"
"1080","kater chefvolkswirt"
"1081","sparkassengruppe gehörenden"
"1082","gehörenden dekabank"
"1083","dekabank insolvenzaussetzungen"
"1084","ordnungspolitischer sicht"
"1085","sicht gift"
"1086","corona krise"
"1087","krise berechtigt"
"1088","berechtigt findet"
"1089","halbes jahr"
"1090","jahr zusätzlich"
"1091","zusätzlich könne"
"1092","erholungsprozess dürfte"
"1093","behindern christiane"
"1094","berg volkswirtin"
"1095","kreditversicherers coface"
"1096","skeptischer wer"
"1097","sieht dass"
"1098","oben geht"
"1099","nahen zukunft"
"1100","oben kommen"
"1101","kommen sagt"
"1102","schwere rezession"
"1103","räder kommen"
"1104","beispiel eventveranstalter"
"1105","ehrlich sagen"
"1106","führenden kreditversicherers"
"1107","kreditversicherers euler"
"1108","euler hermes"
"1109","hermes ron"
"1110","ron van"
"1111","van het"
"1112","het hof"
"1113","hof sieht"
"1114","aktuelle krise"
"1115","unternehmensgröße halt"
"1116","halt macht"
"1117","konjunkturerholung dämpfen"
"1118","bleibt allerdings"
"1119","allerdings offen"
"1120","grundlage unserer"
"1121","unserer juni"
"1122","juni prognose"
"1123","durchaus optimistisch"
"1124","gehen momentan"
"1125","erholungsprozess verhindern"
"1126","erklärt iwh"
"1127","iwh forscher"
"1128","forscher holtemöller"
"1129","annahme freilich"
"1130","freilich dass"
"1131","flächendeckenden zweiten"
"1132","zweiten lockdown"
"1133","lockdown gibt"
"1134","engen lokal"
"1135","lokal begrenzten"
"1136","begrenzten maßnahmen"
"1137","maßnahmen bekämpft"
"1138","coface volkswirtin"
"1139","berg rechnet"
"1140","klinisch tot"
"1141","verzeichnen schon"
"1142","kaum wirtschaftliche"
"1143","wirtschaftliche aktivität"
"1144","aktivität sagt"
"1145","hanks welt"
"1146","deutschland schade"
"1147","schade eigentlich"
"1148","gute idee"
"1149","idee dass"
"1150","dass ausgerechnet"
"1151","kommenden jahr"
"1152","jahr spitzenkandidat"
"1153","mag christian"
"1154","christian lindner"
"1155","oft betonen"
"1156","nächste mal"
"1157","mal sei"
"1158","wähler wurde"
"1159","wurde damals"
"1160","formel überrumpelt"
"1161","überrumpelt besser"
"1162","regieren dabei"
"1163","liberalen freunde"
"1164","vordertaunus lindner"
"1165","gut regiert"
"1166","damals davonrannte"
"1167","stimme geben"
"1168","markus söder"
"1169","söder besteht"
"1170","gefahr dass"
"1171","letzten moment"
"1172","bettel hinwirft"
"1173","hinwirft demokratie"
"1174","klugen neuen"
"1175","neuen buch"
"1176","politikwissenschaftlers david"
"1177","david stasavage"
"1178","stasavage the"
"1179","the decline"
"1180","decline and"
"1181","and rise"
"1182","rise of"
"1183","of democracy"
"1184","democracy nachlesen"
"1185","institutionelle arrangement"
"1186","beherrschten abholen"
"1187","abholen müssen"
"1188","müssen demokratien"
"1189","demokratien setzen"
"1190","systemisch sympathischen"
"1191","sympathischen schwäche"
"1192","schwäche heraus"
"1193","mandat bekommen"
"1194","bürger wurde"
"1195","wurde verraten"
"1196","ende wertlos"
"1197","kluge linda"
"1198","linda teuteberg"
"1199","niedergang wurde"
"1200","wurde schon"
"1201","schon oft"
"1202","oft vorhergesagt"
"1203","vorhergesagt neu"
"1204","heutige situation"
"1205","vortrag überschrieben"
"1206","deutsche liberale"
"1207","liberale friedrich"
"1208","friedrich naumann"
"1209","naumann 1860"
"1210","jahr 1901"
"1211","nationalsozialen vertretertag"
"1212","liberalen diagnostizierte"
"1213","diagnostizierte naumann"
"1214","naumann hätten"
"1215","elegisch veranlagten"
"1216","veranlagten gemüter"
"1217","gemüter eingerichtet"
"1218","ans verlieren"
"1219","verlieren gewöhnt"
"1220","gewöhnt seien"
"1221","seien hoffnung"
"1222","gewinner dastehen"
"1223","naumann wenig"
"1224","externen inhalt"
"1225","externe inhalte"
"1226","inhalte anzuzeigen"
"1227","widerrufliche zustimmung"
"1228","zustimmung nötig"
"1229","nötig dabei"
"1230","personenbezogene daten"
"1231","drittplattformen ggf"
"1232","ggf usa"
"1233","usa verarbeitet"
"1234","weitere informationen"
"1235","niedergang bemerkenswert"
"1236","bemerkenswert daran"
"1237","allenfalls dass"
"1238","meiste zeit"
"1239","zeit vermochten"
"1240","zustand ganz"
"1241","vorherige siege"
"1242","erreichen abstieg"
"1243","hält sagt"
"1244","sagt friedrich"
"1245","friedrich naumann"
"1246","grabreden wächst"
"1247","frage warum"
"1248","lindner fdp"
"1249","fdp schwer"
"1250","jamaika verweigerung"
"1251","jahr 2017"
"1252","2017 relativ"
"1253","relativ leicht"
"1254","kontinuierlichen abfall"
"1255","derzeit rund"
"1256","rund fünf"
"1257","fünf prozent"
"1258","folge mithin"
"1259","kritischen punkt"
"1260","parlamentarische rauswurf"
"1261","rauswurf droht"
"1262","schon 2013"
"1263","2013 schwerer"
"1264","herauszufinden warum"
"1265","liberalismus hierzulande"
"1266","hierzulande immer"
"1267","immer schon"
"1268","dafür verantwortlich"
"1269","verantwortlich dass"
"1270","gut geht"
"1271","freiheit verstanden"
"1272","autonomie selbstbestimmung"
"1273","einzelnen menschen"
"1274","größtmögliche glück"
"1275","größtmöglichen zahl"
"1276","zahl etwa"
"1277","erden genannt"
"1278","genannt sozialismus"
"1279","alternativen wären"
"1280","zwei probleme"
"1281","woran liegt"
"1282","liberalismus hierzulande"
"1283","grünen zweig"
"1284","zweig kommt"
"1285","kommt unabhängig"
"1286","unabhängig davon"
"1287","davon wer"
"1288","wer gerade"
"1289","fdp vorsitz"
"1290","vorsitz innehat"
"1291","innehat zwei"
"1292","zwei antworten"
"1293","umlauf 1"
"1294","schuld 2"
"1295","liberalismus vertreten"
"1296","gute sache"
"1297","gut otto"
"1298","otto graf"
"1299","graf lambsdorff"
"1300","lambsdorff 1926"
"1301","lange jahre"
"1302","jahre fdp"
"1303","fdp vorsitzender"
"1304","tod gefragt"
"1305","deutschen wählen"
"1306","lieber sicherheit"
"1307","könne verstehen"
"1308","verstehen dass"
"1309","ddr geschichte"
"1310","handelten dass"
"1311","schrecklich überragende"
"1312","überragende wahlerfolge"
"1313","deutschen immer"
"1314","zeiten großer"
"1315","großer unfreiheit"
"1316","unfreiheit angewandt"
"1317","unsere corona"
"1318","corona tage"
"1319","tage müsste"
"1320","lambsdorffs antwort"
"1321","gesundheit sorgen"
"1322","klare ansagen"
"1323","tun sollen"
"1324","freiheit kümmern"
"1325","seuche vorbei"
"1326","vergangenen wochen"
"1327","wochen gab"
"1328","große zustimmung"
"1329","brauche strengere"
"1330","strengere staatliche"
"1331","staatliche regeln"
"1332","erklärt warum"
"1333","warum law"
"1334","law and"
"1335","and order"
"1336","order leute"
"1337","csu mann"
"1338","mann markus"
"1339","markus söder"
"1340","krise dastehen"
"1341","ersten test"
"1342","test panne"
"1343","panne gleich"
"1344","starke mann"
"1345","mann darf"
"1346","bisschen schwach"
"1347","komplizierte erwägungen"
"1348","harten freiheitsbeschränkung"
"1349","gesundheit fürchten"
"1350","fürsorgliche verhaltensvorgaben"
"1351","eindeutig vertrauensbildend"
"1352","vertrauensbildend wirken"
"1353","wirken hinzu"
"1354","hinzu kommt"
"1355","gefühlsbetonten antikapitalismus"
"1356","fdp bundespräsident"
"1357","bundespräsident theodor"
"1358","theodor heuss"
"1359","deutschen ausmachte"
"1360","liberalen heute"
"1361","heute zählen"
"1362","zählen unternehmer"
"1363","unternehmer erst"
"1364","erst recht"
"1365","recht manager"
"1366","wankelmütige burschen"
"1367","wind drehen"
"1368","gerade ökogrün"
"1369","ökogrün bläst"
"1370","geschäfte bringen"
"1371","redlich erst"
"1372","erst recht"
"1373","liberalismus freiheit"
"1374","spricht dafür"
"1375","dafür dass"
"1376","politischen agenten"
"1377","liberalismus gerade"
"1378","besonders stark"
"1379","dass krisen"
"1380","krisen derzeit"
"1381","welt ziehen"
"1382","ziehen euro"
"1383","euro krise"
"1384","krise 2010"
"1385","2010 flüchtlingskrise"
"1386","flüchtlingskrise 2015"
"1387","2015 corona"
"1388","corona krise"
"1389","krise 2020"
"1390","fdp nie"
"1391","spät klare"
"1392","klare liberale"
"1393","liberale alternativen"
"1394","bieten einerlei"
"1395","regierung beteiligt"
"1396","beteiligt 2010"
"1397","2010 außerparlamentarisch"
"1398","außerparlamentarisch 2015"
"1399","parlamentarisch 2020"
"1400","zaghaft affirmatives"
"1401","affirmatives ja"
"1402","partei selten"
"1403","selten hinaus"
"1404","hinaus dafür"
"1405","afd verantwortlich"
"1406","alternative positionen"
"1407","positionen radikal"
"1408","radikal populistisch"
"1409","populistisch besetzt"
"1410","besetzt womit"
"1411","fdp verbrannt"
"1412","hängt davon"
"1413","davon ab"
"1414","fdp gelingt"
"1415","schleichende bedrohung"
"1416","corona sozialismus"
"1417","altmaier sozialismus"
"1418","sozialismus genannt"
"1419","wirtschaft gewöhnt"
"1420","kollektiven rettungsschirmen"
"1421","rettungsschirmen teilverstaatlichte"
"1422","teilverstaatlichte zombieunternehmen"
"1423","neue normalität"
"1424","staatslöhnen genannt"
"1425","genannt kurzarbeitergeld"
"1426","sankt nimmerleins"
"1427","nimmerleins tag"
"1428","tag gepäppelte"
"1429","gepäppelte arbeitnehmer"
"1430","homeoffices gelangweilt"
"1431","rente warten"
"1432","warten quelle"
"1433","quelle f.a.s"
"1434","lieber pleitewelle"
"1435","ungewissheit trotz"
"1436","trotz krise"
"1437","krise melden"
"1438","melden derzeit"
"1439","derzeit kaum"
"1440","kaum unternehmen"
"1441","unternehmen insolvenz"
"1442","experten mahnen"
"1443","mahnen dass"
"1444","bald ändern"
"1445","corona ausnahmen"
"1446","normalen regeln"
"1447","reisebürokette sta"
"1448","sta abgesehen"
"1449","abgesehen bleibt"
"1450","lage verwunderlich"
"1451","verwunderlich mitten"
"1452","wirtschaftskrise sinken"
"1453","montag veröffentlichten"
"1454","veröffentlichten zahlen"
"1455","statistischen landesamtes"
"1456","landesamtes demnach"
"1457","juni hessenweit"
"1458","hessenweit 117"
"1459","117 unternehmen"
"1460","insolvenzverfahrens beantragt"
"1461","beantragt nochmals"
"1462","nochmals 13"
"1463","13 prozent"
"1464","prozent weniger"
"1465","frankfurter amtsgericht"
"1466","amtsgericht teilt"
"1467","teilt zudem"
"1468","gesetzliche pflicht"
"1469","drohende zahlungsunfähigkeit"
"1470","überschuldung sofort"
"1471","sofort gerichtlich"
"1472","gerichtlich anzuzeigen"
"1473","anzuzeigen ausgesetzt"
"1474","realistisches lagebild"
"1475","lagebild ablesen"
"1476","ablesen klarer"
"1477","klarer sehen"
"1478","schon länger"
"1479","steigenden anzahl"
"1480","beratungsgesprächen berichten"
"1481","gesunden unternehmen"
"1482","unternehmen dafür"
"1483","dafür plädieren"
"1484","plädieren dass"
"1485","anzeigepflicht zügig"
"1486","jahr quasi"
"1487","quasi bedeutungslos"
"1488","bedeutungslos geworden"
"1489","misstrauen gegenüber"
"1490","gegenüber geschäftspartnern"
"1491","tiefe vertrauenskrise"
"1492","liquiditätskrise sagt"
"1493","sagt etwa"
"1494","etwa jan"
"1495","jan roth"
"1496","roth fachanwalt"
"1497","frankfurt partner"
"1498","großkanzlei wellensiek"
"1499","wellensiek zahlungsunfähigkeit"
"1500","99 prozent"
"1501","verfahren 1"
"1502","1 4"
"1503","4 darauf"
"1504","darauf scheint"
"1505","berliner koalition"
"1506","koalition gekommen"
"1507","überbrückungshilfen sowie"
"1508","sowie verbürgte"
"1509","verbürgte kredite"
"1510","deutlich länger"
"1511","länger gezahlt"
"1512","generelle aussetzung"
"1513","30 september"
"1514","september enden"
"1515","müssen unternehmen"
"1516","zahlungsunfähigkeit stehen"
"1517","gerichtlich melden"
"1518","überschuldung bleibt"
"1519","bleibt allerdings"
"1520","allerdings weiterhin"
"1521","anzeigepflicht ausgenommen"
"1522","ausgenommen sofern"
"1523","corona pandemie"
"1524","pandemie hängt"
"1525","hängt davon"
"1526","davon profitieren"
"1527","profitieren großkonzerne"
"1528","riesigen staatskredit"
"1529","staatskredit gestützt"
"1530","übrigen wirtschaftsleben"
"1531","kleinere rolle"
"1532","rolle spielen"
"1533","spielen 99"
"1534","99 prozent"
"1535","wegen zahlungsunfähigkeit"
"1536","zahlungsunfähigkeit eröffnet"
"1537","zehn jahren"
"1538","jahren vielleicht"
"1539","vielleicht drei"
"1540","vier anträge"
"1541","anträge wegen"
"1542","wegen überschuldung"
"1543","schreibtisch gehabt"
"1544","gehabt sagt"
"1545","sagt frank"
"1546","frank mößle"
"1547","mößle geschäftsführer"
"1548","frankfurter niederlassung"
"1549","insolvenzrecht spezialisierten"
"1550","spezialisierten rechtsanwaltskanzlei"
"1551","rechtsanwaltskanzlei pluta"
"1552","scheint klar"
"1553","klar dass"
"1554","insolvenzzahlen steigen"
"1555","juristen vergleichbar"
"1556","unternehmen sterben"
"1557","sterben eher"
"1558","anzahl wirklicher"
"1559","wirklicher verlierer"
"1560","sozusagen vorher"
"1561","vorher schon"
"1562","schon todkrank"
"1563","todkrank sagt"
"1564","sagt mößle"
"1565","mößle jan"
"1566","jan roth"
"1567","roth formuliert"
"1568","kerngesunde unternehmen"
"1569","wegen corona"
"1570","corona pleitegeht"
"1571","außergerichtliche einigung"
"1572","einigung bemüht"
"1573","privatleute gelten"
"1574","mehr bedienen"
"1575","mehr üppig"
"1576","üppig gefüllt"
"1577","gefüllt dass"
"1578","gerichten melden"
"1579","melden dürfte"
"1580","weiteren gesetzesänderung"
"1581","gesetzesänderung zusammenhängen"
"1582","natürliche personen"
"1583","drei statt"
"1584","statt bisher"
"1585","bisher sechs"
"1586","sechs jahre"
"1587","jahre verkürzt"
"1588","insolvente verbraucher"
"1589","verbraucher könnten"
"1590","deutlich früher"
"1591","früher loswerden"
"1592","motiviert offenbar"
"1593","paar wochen"
"1594","wochen durchzuhalten"
"1595","durchzuhalten 2"
"1596","2 4"
"1597","insolvenzantrag hätte"
"1598","schon gestern"
"1599","gestern gestellt"
"1600","sogar müssen"
"1601","rechtslage zulässt"
"1602","zulässt versuchen"
"1603","geschäftlichen niederlage"
"1604","umgehen mehr"
"1605","je bemühen"
"1606","außergerichtliche einigungen"
"1607","einigungen berichten"
"1608","kleinen rahmen"
"1609","gläubiger etwa"
"1610","sagt frank"
"1611","frank mößle"
"1612","mößle roth"
"1613","roth plädiert"
"1614","rechtlichen verfahren"
"1615","verfahren gibt"
"1616","längsten zögert"
"1617","zögert baut"
"1618","enorme macht"
"1619","roth sieht"
"1620","weiteren grund"
"1621","unternehmenszahlen realistisch"
"1622","hohen verschuldungsgrad"
"1623","verschuldungsgrad weitermachen"
"1624","nächsten kleinsten"
"1625","kleinsten auftragsdelle"
"1626","auftragsdelle kriegen"
"1627","kriegen unternehmen"
