"","x"
"851","einwirken dürfte je"
"852","dürfte je mehr"
"853","je mehr menschen"
"854","mehr menschen arbeit"
"855","menschen arbeit suchen"
"856","arbeit suchen desto"
"857","suchen desto schwerer"
"858","einzelnen ohnehin steht"
"859","suchexternalitäten entgegen arbeitnehmer"
"860","entgegen arbeitnehmer wenden"
"861","arbeitnehmer wenden zeit"
"862","finden je mehr"
"863","je mehr menschen"
"864","mehr menschen gleichzeitig"
"865","menschen gleichzeitig suchen"
"866","gleichzeitig suchen desto"
"867","suchen desto schwerer"
"868","desto schwerer fällt"
"869","langsamer ans ziel"
"870","stuttgart viele autobauer"
"871","neuen job suchen"
"872","sozialversicherung belastet kurzarbeitergeld"
"873","belastet kurzarbeitergeld funktioniert"
"874","kurzarbeitergeld funktioniert somit"
"875","kurzarbeit je schärfer"
"876","zeithorizont umso größer"
"877","verlängerung einhellig begrüßen"
"878","anschließender arbeitslosenversicherung sichert"
"879","arbeitslosenversicherung sichert bereits"
"880","durchschnittlich 14 monatige"
"881","14 monatige dauer"
"882","stellensuche hinaus ab"
"883","risiko dass haushalte"
"884","einkommensverlust weniger konsumieren"
"885","längere versicherung liefert"
"886","geringe weitere konjunkturelle"
"887","weitere konjunkturelle impulse"
"888","ebenfalls länger versichert"
"889","länger versichert kurzarbeitergeld"
"890","versichert kurzarbeitergeld führt"
"891","sozialpartnern wertvolle zeit"
"892","wertvolle zeit gegeben"
"893","zeit gegeben gemeinsam"
"894","suchen produktive stellen"
"895","staat allerdings berücksichtigen"
"896","solidargemeinschaft trägt kurzarbeit"
"897","trägt kurzarbeit hilft"
"898","preis kurzarbeitergeld führt"
"899","diw wissen wünschen"
"900","beschäftigten kürzere arbeitszeiten"
"901","finanzieller spielraum lässt"
"902","nettolohnverlustes ausgleicht schafft"
"903","jetzigen krise weniger"
"904","krise weniger produzieren"
"905","hinreichend großer stundenreduktion"
"906","großer stundenreduktion 50"
"907","stundenreduktion 50 prozent"
"908","sogar 80 prozent"
"909","konsumenten daher stellt"
"910","beschäftigung stabilisieren ließe"
"911","theoretische literatur schlägt"
"912","literatur schlägt zeitlich"
"913","schlägt zeitlich variierende"
"914","zeitlich variierende entlassungssteuern"
"915","kommenden jahr teil"
"916","jahr teil erlassen"
"917","einjährigen kurzarbeitergeldes verzichten"
"918","kurzarbeitergeldes verzichten ähnliches"
"919","kommenden jahr neu"
"920","jahr neu einstellen"
"921","beschäftigung schonender stabilisiert"
"922","zahlungsmoral allerdings bedenklich"
"923","allerdings bedenklich nachgelassen"
"924","wirtschaftsauskunftei creditreform ab"
"925","anträge kommen sagte"
"926","kommen sagte deren"
"927","sagte deren hauptgeschäftsführer"
"928","deren hauptgeschäftsführer volker"
"929","hauptgeschäftsführer volker ulbricht"
"930","entwicklung sei allerdings"
"931","sei allerdings positiv"
"932","leben gehaltene zombie"
"933","gehaltene zombie wirtschaft"
"934","zombie wirtschaft rutschen"
"935","wirtschaft rutschen sagte"
"936","rutschen sagte ulbricht"
"937","sagte ulbricht bundesfinanzminister"
"938","ulbricht bundesfinanzminister olaf"
"939","bundesfinanzminister olaf scholz"
"940","olaf scholz spd"
"941","scholz spd widersprach"
"942","spd widersprach allerdings"
"943","blutleere lehrbuchspekulation erklärte"
"944","müssen gucken dass"
"945","gucken dass niemandem"
"946","puste ausgeht später"
"947","ausgeht später wirtschaftlich"
"948","später wirtschaftlich erfolgreich"
"949","wirtschaftlich erfolgreich weiterzumachen"
"950","erfolgreich weiterzumachen gehörig"
"951","weiterzumachen gehörig schiefgelaufen"
"952","jahres verlängerte insolvenzaussetzungsgesetz"
"953","zahlungsunfähige unternehmen davon"
"954","unternehmen davon befreit"
"955","8 prozent verzeichnet"
"956","1 3 gehörig"
"957","3 gehörig schiefgelaufen"
"958","seien nämlich unternehmen"
"959","gelten solle irrigerweise"
"960","solle irrigerweise davon"
"961","irrigerweise davon ausgegangen"
"962","davon ausgegangen dass"
"963","jahresende gilt allerdings"
"964","drei wochen mehr"
"965","zehn insolvenzen fallen"
"966","insolvenzgrund weshalb creditreform"
"967","vierten quartal ausgeht"
"968","quartal ausgeht überschuldete"
"969","ausgeht überschuldete unternehmen"
"970","überschuldete unternehmen stellten"
"971","risiko dar seien"
"972","krise reißen schlechteres"
"973","reißen schlechteres zahlungsverhalten"
"974","hotels gleichzeitig stellt"
"975","gleichzeitig stellt creditreform"
"976","15 tage überschreiten"
"977","29,9 tage nahezu"
"978","tage nahezu verdoppelt"
"979","eklatant sagte ulbricht"
"980","sagte ulbricht normalerweise"
"981","ulbricht normalerweise verlängere"
"982","einzelhandel sei hingegen"
"983","galeria karstadt kaufhof"
"984","karstadt kaufhof schon"
"985","kaufhof schon große"
"986","schon große insolvenzverfahren"
"987","große insolvenzverfahren gegeben"
"988","insolvenzverfahren gegeben gerade"
"989","vielen mitarbeitern angehe"
"990","mitarbeitern angehe seien"
"991","angehe seien mehr"
"992","seien mehr insolvenzen"
"993","risiko stünden deshalb"
"994","kleinere wenig professionell"
"995","wenig professionell organisierte"
"996","professionell organisierte unternehmen"
"997","handelsverbands hde dass"
"998","50.000 händler pleitegehen"
"999","händler pleitegehen könnten"
"1000","pleitegehen könnten teilt"
"1001","könnten teilt ulbricht"
"1002","teilt ulbricht formell"
"1003","anstieg förmlicher insolvenzen"
"1004","förmlicher insolvenzen sehen"
"1005","neun tagen recht"
"1006","tagen recht pünktlich"
"1007","rechnungen beglich inzwischen"
"1008","beglich inzwischen innerhalb"
"1009","aktuellen lage zeichnet"
"1010","arbeitnehmer betroffener unternehmen"
"1011","betroffener unternehmen ausgezahlt"
"1012","gut 1000 weniger"
"1013","bisher 737 millionen"
"1014","737 millionen euro"
"1015","millionen euro allerdings"
"1016","euro allerdings deutlich"
"1017","vorjahr 560 millionen"
"1018","560 millionen euro"
"1019","vielen beschäftigten liegen"
"1020","bearbeiten entsprechender anträge"
"1021","lag ende august"
"1022","üblichen niveau wissenschaftler"
"1023","niveau wissenschaftler rechnen"
"1024","rund 4300 zombie"
"1025","4300 zombie unternehmen"
"1026","zombie unternehmen unternehmen"
"1027","kabinett gerade beschlossen"
"1028","deutschen wirtschaft 2"
"1029","wirtschaft 2 3"
"1030","2 3 iw"
"1031","3 iw berechnet"
"1032","4300 zombie unternehmen"
"1033","zombie unternehmen geben"
"1034","bundesregierung beschlossen dass"
"1035","mai meldeten dadurch"
"1036","meldeten dadurch fast"
"1037","dadurch fast 10"
"1038","fast 10 prozent"
"1039","10 prozent weniger"
"1040","prozent weniger unternehmen"
"1041","weniger unternehmen insolvenz"
"1042","vorjahr d urch"
"1043","etwa 8 prozent"
"1044","8 prozent sinken"
"1045","ungefähr 17 250"
"1046","17 250 pleiten"
"1047","raiffeisenbanken zeigen wegen"
"1048","ersten halbjahr wäre"
"1049","8 prozent sinkt"
"1050","prozent sinkt entsteht"
"1051","etwa 4300 unternehmen"
"1052","ökonomische perspektive fehlt"
"1053","perspektive fehlt 3"
"1054","fehlt 3 3"
"1055","insolvenz recht zombies"
"1056","recht zombies kommt"
"1057","wenige einzelhändler müssen"
"1058","insolvenzantrag befreien diesmal"
"1059","grundsatzfrage womöglich gar"
"1060","glaubensfrage geworden zunächst"
"1061","müssen aufschub bekommen"
"1062","corona pandemie gelegt"
"1063","wirtschaftlichen folgen klarer"
"1064","folgen klarer absehen"
"1065","ende september deshalb"
"1066","gefahren lauter je"
"1067","lauter je länger"
"1068","befürchtung desto mehr"
"1069","desto mehr zombieunternehmen"
"1070","mehr zombieunternehmen bringt"
"1071","markt eigentlich gar"
"1072","bestand mehr hätten"
"1073","niemand daran hindert"
"1074","wirtschaftlich gesunden geschäftspartner"
"1075","beispielen hantieren möchte"
"1076","hantieren möchte kommt"
"1077","möchte kommt schnell"
"1078","skandal finanzdienstleister wirecard"
"1079","schon seit jahren"
"1080","entscheidenden leute mitbekommen"
"1081","leute mitbekommen hätten"
"1082","undurchsichtiges unternehmen gesteckt"
"1083","cent davon wiedersehen"
"1084","davon wiedersehen insolvenzverschleppung"
"1085","niemand leugnen allerdings"
"1086","kritik mehrere haken"
"1087","beispiel wirecard zeigt"
"1088","schon immer gegeben"
"1089","deutschland größte mühe"
"1090","größte mühe gibt"
"1091","verspätete insolvenz möglichst"
"1092","insolvenz möglichst drakonisch"
"1093","möglichst drakonisch erscheinen"
"1094","straftatbestand außerdem droht"
"1095","böses erwachen erleben"
"1096","veralteten geschäftsmodells schon"
"1097","geschäftsmodells schon warnen"
"1098","schon warnen insolvenzrechtler"
"1099","könne schlechte zeiten"
"1100","schlechte zeiten einfach"
"1101","zeiten einfach aussitzen"
"1102","einfach aussitzen hinzu"
"1103","aussitzen hinzu kommt"
"1104","ausmaß beim blick"
"1105","6,2 prozent vermeldet"
"1106","wahre gestalt erst"
"1107","kurzarbeit gehalten umgekehrt"
"1108","mangelnde wachsamkeit beklagen"
"1109","selten zuvor dass"
"1110","zuvor dass unternehmen"
"1111","dass unternehmen quer"
"1112","aufträgen mehr sorgfalt"
"1113","kriselnde unternehmen liegt"
"1114","unternehmen liegt woanders"
"1115","kriselnde unternehmen ausgießt"
"1116","verschiedene voraussetzungen knüpft"
"1117","bitteren wahrheit gehört"
"1118","unangenehmen konsequenzen zumindest"
"1119","mittlere frist verschont"
"1120","frist verschont bleibt"
"1121","weltumspannenden pandemie rechtfertigen"
"1122","pandemie rechtfertigen lässt"
"1123","notwendiger quelle f.a.z"
"1124","quelle f.a.z https"
"1125","f.a.z https www.faz.net"
"1126","https www.faz.net aktuell"
"1127","www.faz.net aktuell wirtschaft"
"1128","aktuell wirtschaft unternehmen"
"1129","wirtschaft unternehmen kommentar"
"1130","insolvenzrecht verlaengerte galgenfrist"
"1131","verlaengerte galgenfrist 16949274"
"1132","galgenfrist 16949274 html"
"1133","16949274 html premium"
"1134","html premium service"
"1135","premium service pri"
"1136","service pri 3"
"1137","pri 3 3"
"1138","reichlich beschaffen lässt"
"1139","beschaffen lässt nötig"
"1140","zulieferer gelten zusammen"
"1141","corona krise beschleunigt"
"1142","industrie aufgezwungene regulierungen"
"1143","aufgezwungene regulierungen sowie"
"1144","regulierungen sowie verhaltensänderungen"
"1145","sowie verhaltensänderungen vieler"
"1146","verhaltensänderungen vieler menschen"
"1147","vieler menschen erzeugen"
"1148","schlecht ausgebildeten mitarbeitern"
"1149","kurzem zumindest ordentlich"
"1150","zumindest ordentlich profitable"
"1151","ordentlich profitable unternehmen"
"1152","besonders prosperierenden regionen"
"1153","ländern schon lange"
"1154","schon lange beobachten"
"1155","lange beobachten lässt"
"1156","deutschland schon lange"
"1157","schon lange vorhergesagt"
"1158","lange vorhergesagt wurde"
"1159","schwere rezession kämpfend"
"1160","gesellschaftlichen sprengstoff enthält"
"1161","ökonomen ausgeheckt wurden"
"1162","olaf scholz geleitete"
"1163","scholz geleitete finanzministerium"
"1164","oft genug wiederholen"
"1165","unerwartet aufgetretenes gesamtwirtschaftliches"
"1166","aufgetretenes gesamtwirtschaftliches großrisiko"
"1167","reichlich beschaffen lässt"
"1168","beschaffen lässt marktfreiheit"
"1169","möglich erscheint marktfreiheit"
"1170","wäre illusionär anzunehmen"
"1171","spezialisierte kleine zulieferer"
"1172","e auto bewältigen"
"1173","auto bewältigen notwendig"
"1174","bewältigen notwendig wäre"
"1175","heutzutage weitaus umweltfreundlicher"
"1176","klimapolitischen vorzüge erst"
"1177","möglichkeit wirtschaftliche wertschöpfung"
"1178","umsetzung erfordert zeit"
"1179","schnell zahlreiche ökologisch"
"1180","wirtschaftlich sinnvolle projekte"
"1181","sinnvolle projekte wer"
"1182","deutsche energiewende anschaut"
"1183","teils jahrzehntelangen verzögerungen"
"1184","bau sinnvoller zugtrassen"
"1185","sinnvoller zugtrassen gewinnt"
"1186","machbarkeit guter politik"
"1187","guter politik erinnert"
"1188","frühen siebziger jahre"
"1189","gehört seit langem"
"1190","menschen einfach geld"
"1191","einfach geld zukommen"
"1192","unternehmen kluge wege"
"1193","häufig verbundenen ehrenämter"
"1194","neue berufliche perspektive"
"1195","viele glauben sagt"
"1196","ordentliches finanzpolster aufgebaut"
"1197","christian sewing klingen"
"1198","sewing klingen vielen"
"1199","zwei wochen her"
"1200","faktisch ausgesetzte insolvenzmeldungen"
"1201","produktivität unserer volkswirtschaft"
"1202","hypo vereinsbank hört"
"1203","lagebeschreibung deutlich entspannter"
"1204","corona pandemie stemmen"
"1205","pandemie stemmen deutschland"
"1206","guten job gemacht"
"1207","kommenden jahr hoffen"
"1208","55 jahre alte"
"1209","jahre alte diederich"
"1210","seit etlichen jahren"
"1211","etlichen jahren tiefe"
"1212","jahren tiefe einblicke"
"1213","italienischen unicredit gruppe"
"1214","unicredit gruppe lange"
"1215","gleichwohl kräftige erholung"
"1216","kräftige erholung volkswirte"
"1217","erholung volkswirte rechnen"
"1218","heimische wirtschaft erst"
"1219","wirtschaft erst 2022"
"1220","voraussichtlich schwersten wirtschaftseinbruch"
"1221","deutschen nachkriegsgeschichte gehen"
"1222","vorkrisenniveau erreicht diederich"
"1223","erreicht diederich hält"
"1224","eigenen haus unsere"
"1225","haus unsere volkswirte"
"1226","unsere volkswirte rechnen"
"1227","volkswirte rechnen aktuell"
"1228","kräftige erholung sagt"
"1229","jahres verlängerte insolvenzaussetzungsgesetz"
"1230","verdeckt überschuldeten unternehmen"
"1231","800.000 firmen steigen"
"1232","gerade erst kritisierte"
"1233","zunehmend betriebe finanziert"
"1234","mehr marktfähig seien"
"1235","marktfähig seien diederich"
"1236","schwierigkeiten steckten verzeichneten"
"1237","steckten verzeichneten markenartikler"
"1238","dank glänzender geschäfte"
"1239","sei absolut richtig"
"1240","absolut richtig sagt"
"1241","richtig sagt diederich"
"1242","corona krise unverschuldet"
"1243","bedrängnis geratene unternehmen"
"1244","bundesregierung mehrere kreditprogramme"
"1245","mehrere kreditprogramme aufgelegt"
"1246","kreditprogramme aufgelegt darunter"
"1247","haftungsrisiko vollständig abnimmt"
"1248","hvb per anfang"
"1249","per anfang august"
